id,text
7714,".@AmazonHelp Nothing happens. ☹️

And I would prefer to use Alexa in English... Country ≠ Language https://t.co/EyQtp8c8aY"
7715,@AmazonHelp why after the update can not you not see the release date of wish list items?? Can only see if it's in stock and when I added it
7716,@AmazonHelp my order is now sayin it's lost
7717,"@AmazonHelp Hi, my parcel still hasn't been delivered, despite the Amazon app saying it has been."
7718,"@115850 @AmazonHelp - Courier
Amazon Transportation Services

Tracking #
209119553074 https://t.co/BfXf1IxNZA"
7719,@AmazonHelp seems like you don’t need to implement that new delivery system when this is apparently acceptable! https://t.co/yayxIXUbnA
7720,"Hi @115821 @AmazonHelp I’ve been charged twice for a purchase, how can I get this sorted? Thanks 🙏"
7721,"@115850 
@AmazonHelp where's my refund ? Enough of fleecing customers. https://t.co/RN4EBmTzIy"
7722,@AmazonHelp DO NOT MAKE ME FOOTBALL BETWEEN .IN &amp; .COM.  ITS YOUR INTERNAL MATTER HOW COME THE AMOUNT OF RS 711.07 GOT DEDUCTED ON 14TH OCT
7723,"@AmazonHelp hi, i've been charged with a purchase that I didn't make. What's up with that?!"
7724,"@AmazonHelp Hello, I seem to have lost the ability to sort my Lists by price; something I do daily to find deals. What's happened?!"
7725,@AmazonHelp hi there - I accidentally cancelled an order that's out for delivery today. Can I reverse it as I still want it!
7726,"@AmazonHelp order no 171-0715862-4786724
I need refund or replacement"
7727,"@AmazonHelp @115850 @119625 

What's this error? I do have a prime subscription. https://t.co/nMq0QO7EHg"
7728,@AmazonHelp 4 things supposed to be delivered today but 3 say between 2nd Nov - 6th Nov and one is still preparing for dispatch??? Why
7729,Collection of Chaos by Kris Saknussemm https://t.co/8UtacJEOUf via @115850 why is my book listed under Textbooks / Humanities? @AmazonHelp
7730,@AmazonHelp hi you’ve took two payments from me i know what the £42.98 but the £1 came out straight after https://t.co/8Nav9tGblF
7731,"i pre orderd an item on amazon. and now its telling me to review my payment method????
what @AmazonHelp"
7732,"Courier
DTDC

Tracking #
M57653170 I have ordered an item on 8th October and was abt to rcv on 30th october @115821 @AmazonHelp"
7733,@AmazonHelp why can't I add delivery notes to my order?
7734,@AmazonHelp @115821 I'm not buying clothing from Amazon anymore until you CLEARLY label Asian sellers. This sizing issue is ridiculous!
7735,"@115850 @AmazonHelp acct locked for over a month.contactd support 3tiems, delivered reqd docs to accnts team twice.no respnse!"
7736,Currently experiencing the worst service I have ever had and surprisingly it’s from @AmazonHelp . Delivery 4 days late and no1 gives a toss!
7737,@AmazonHelp Placed order 5th Oct. Due between 23rd Oct - 2nd Nov and still NOT dispatched? Ridiculous 😠
7738,@AmazonHelp had a parcel ‘delivered’ on Sunday said it was in my garage but it isn’t and I desperately need it for Saturday what do I do!?
7739,"@AmazonHelp my husband ordered a phone @115821.de delibereren should be last tuesday, nog Amazon says tomorrow but UPS says monday,help!"
7740,"Wow @AmazonHelp, I’ve just witnessed one of your delivery men unlock my back gate to leave a parcel by my back door! Not sure that’s acceptable! Will be certainly buying another bolt for my gate!"
7741,@AmazonHelp Who can I contact with a complaint. I’ve used Chat and been offered an unsatisfactory resolution.
7742,"@AmazonHelp I accidentally ordered an expensive item with one click, and it has already shipped. How can I undo this? Return it?"
7743,"@AmazonHelp order id 405-8226026-7249114, not delivered, no courier man contacted, falsely updated refused to take , now you are not returning my money, CC say money will return after receiving items, please return my money"
7744,@AmazonHelp this was put through my letter box. Not mine and I don’t live near a no.3. Someone is missing their parcel. Awful delivery 😡 https://t.co/T35IVpeoYb
7745,"@AmazonHelp how/where can I provide (packaging feedback)? I've received items that have been damaged, which could have been avoided."
7746,So apparently my copy of @129184 's Secrets for the Mad hasn't even been dispatched. @AmazonHelp what the heck???
7747,"@AmazonHelp alwys made fool,auto ordr cncel,product not complte,missing carry bag,rude reply,no solution from customer care @115821 https://t.co/YRt89zkrGE"
7748,@AmazonHelp delivery was ‘guaranteed’ yesterday but didn’t show (despite saying attempted?) Said it’d be out ‘next day’ but still no update?
7749,@AmazonHelp Lasership lies about their delivery times to fit within your delivery window. This is the second time for me.
7750,@AmazonHelp I placed an order weeks ago haven't received the item I've emailed seller who kept saying wait longer he's now not even replying
7751,"@AmazonHelp Hi, just been notified of a failed delivery attempt, I find that hard to believe when its being delivered to office reception?"
7752,"@AmazonHelp good evening , i just forgot the password and i forgot ZIP code too !! https://t.co/IDNsKai9v4"
7753,I love @115821 and pretty much exclusively shop with them but my past two @AmazonHelp experiences have been very underwhelming.
7754,Can you help me over this @AmazonHelp . Hyped up for my @121284's Echo. https://t.co/61h5jGhBCX
7755,@AmazonHelp You guys have some real problem with your last-mile delivery. Bad experience for the 2nd time with priority delivery.
7756,"@AmazonHelp @115821 @115850 your department is not replying , i have raised concern regarding the refund its been 10-12 days #worstservice"
7757,@AmazonHelp hi. My account was temporarily suspended due to lack of funds but now I have the funds. How long to reactivate?
7758,"Prime @AmazonHelp used to be amazing, until they started using their own delivery service. All of a sudden they can't find my house? Or..."
7759,@AmazonHelp charger 4 new handheld vacuum snapped while connected. Prised out metal bit but it's unusable. Can I get replacement charger? https://t.co/RIwB2r6Y8T
7760,@AmazonHelp cod ww2 comes out tomorrow yet it's showing on my account it's not yet despatched?
7761,"@AmazonHelp @115821 worst eCommerce website in the world,purchased a Mi MAX2 on no cost EMI but seller is charging the Interest.hate amazon"
7762,"@115850 ur service sucks. U didn't set the installation appointment &amp; after calling for 5 days ur rep insults my father by saying ""do what ever you can"" and cuts call and becomes hostile. SHAME ON YOU &amp; YOUR PATHETIC SERVICE. @AmazonHelp YOU ARE NO HELP."
7763,"@AmazonHelp said my package was delivered yesterday, yet it still isn’t here 😐"
7764,@AmazonHelp Wed I ordered am item that was reduced for sale. Today you cancel my order &amp; it's back at full price. Is this some Bait &amp; Switch
7765,"What's wrong with u @AmazonHelp ,one side u showing order placed n other u messaged payment failed, while my amt deducted. Deplorable https://t.co/3h9EUYYiH2"
7766,@115851 your company cheated me in India. Took money but never delivered the product &amp;nownot cooperating @115850 @115821 @AmazonHelp
7767,"I have talked to customer care they are not helping me as it is self returned its really pissing me off 
@115850 @AmazonHelp"
7768,"Order a birthday present on prime delivery the 1/11 to get a notification it wont be here till next week, 7/11 #CheersGuys! @AmazonHelp"
7769,"@AmazonHelp hi, just recieved a message to say my parcel can’t be delivered due to incorrect address  - just checked and it’s defo correct"
7770,@115850 @AmazonHelp I HAVE ORDERED DSLR CAMERA WORTH RS. 21000 RS.AND THEY SENT ME BROKEN SPEAKERS WORTH 500 RS INSIDE THE DELIVERY BOX..
7771,"@AmazonHelp you guys are terrible, like holy shit I’m never using amazon again."
7772,"@AmazonHelp I pre-ordered an item, &amp; on the day it should have been delivered I receive an email to tell me you can't find the stock! HOW?!"
7773,@AmazonHelp is a cheating company just 10 days i brought redmi4 it does not very well and function
7774,"@AmazonHelp hi, amazon wont accept my zip code when i try to enter it? im australian"
7775,@AmazonHelp Hi. I cancelled my prime subscription about 2 days ago but I was charged today my prime annual subscription.
7776,"@AmazonHelp Is there a way to get rid of this, or at least remove certain topics from Ads. This is the last thing I need to see... https://t.co/sxtFVhFM7v"
7777,@AmazonHelp @116090 Huge thanks to Brian . M who helped me with my game order in getting back my original pre order price from before. Very helpful and understanding ! Send some kudos his way please
7778,"@AmazonHelp 
Pickup Tracking ID: 
710401772184
Order#: 403-8383174-8909109
It's been a month since I first requested pickup. No pickup yet!!"
7779,@115850 @AmazonHelp I need an email id to lodge a complaint. Blocked my son’s phone number and chat requests. Stuck with wrong order
7780,"@AmazonHelp delivery driver is running to his van.
He left my £60 package on my doorstep, not even the listed safe place!! FFS 2/2"
7781,"@AmazonHelp Redeemed a code for 12 months student prime 3 weeks ago, still processing. Customer support aren't very helpful in the matter"
7782,@115821 @AmazonHelp terrible experience with Global Shipping. Pathetic vendor #UPS #i-parcel @UPSHelp at #Singapore my courier is lost??!? https://t.co/TpltgOzVf9
7783,Help! @AmazonHelp my prime delivery didn’t come next day now the target date is 3rd and it’s already out with the currier 😭 Q40725622334
7784,"@AmazonHelp I was hacked, your support team told me the issue would be resolved and my account restored. It's been 24 hours and no progress."
7785,@AmazonHelp My 70yo father got CODWW2 a few weeks ago on Amazon and has  not received his activation code yet (not even in spam). Plz advise
7786,"@AmazonHelp Site down??? Just garbled, no pictures, no main page. All other sites I visit working. Thank you."
7787,@AmazonHelp rubbish customer service
7788,@AmazonHelp I don’t think this is going to make it on time. So glad I pay for Prime. https://t.co/X5Kz8ypoLq
7789,@AmazonHelp my parcel has been signed for by somebody else and I have no idea who it is. My order number is 1989620488 please help me 🤞🏻🤞🏻🤞🏻
